layer,bit_position,original_bit,flipped_bit,original_param,flipped_param,original_output,flipped_output,target_output
c3,1,1,0,-45,-47,0,0,0
f7,6,0,1,30,94,1,1,1
f5,5,0,1,0,32,1,1,1
f7,1,0,1,5,7,4,4,4
f5,2,0,1,-54,-50,7,7,7
f5,5,0,1,7,39,0,0,0
c1,4,0,1,12,28,8,8,8
f5,4,0,1,-63,-47,1,1,1
f7,6,0,1,8,72,7,7,7
f5,1,1,0,30,28,4,4,4
c3,1,0,1,28,30,5,5,5
c1,2,0,1,57,61,7,7,7
f6,3,1,0,-50,-58,1,1,1
f7,2,1,0,5,1,2,2,2
c3,2,0,1,-39,-35,1,1,1
f6,1,1,0,10,8,1,1,1
f6,0,0,1,12,13,3,3,3
c1,0,1,0,-35,-36,0,0,9
c3,5,0,1,-44,-12,6,6,6
c3,4,0,1,-54,-38,2,2,2
c1,1,0,1,4,6,1,1,1
c1,7,0,1,47,-81,2,2,2
f6,1,0,1,-55,-53,8,8,8
f5,7,0,1,0,-128,0,0,0
c1,3,0,1,3,11,7,7,7
f6,1,0,1,-72,-70,6,6,6
f5,5,1,0,-25,-57,6,6,6
f6,7,1,0,-33,95,9,9,9
c3,7,1,0,-48,80,3,3,3
c3,7,0,1,65,-63,7,7,7
f7,5,0,1,-50,-18,0,0,0
f6,5,0,1,19,51,5,5,5
f5,2,0,1,-80,-76,2,2,2
f6,6,0,1,33,97,8,8,8
c3,0,1,0,-9,-10,0,0,0
c3,6,0,1,23,87,5,5,5
f7,3,1,0,-37,-45,4,4,4
c3,3,1,0,-33,-41,3,3,3
c3,6,1,0,-64,-128,8,8,8
f7,3,1,0,-19,-27,4,4,4
c3,2,0,1,-8,-4,6,6,6
f5,5,0,1,-60,-28,6,6,6
f5,0,0,1,-38,-37,2,2,2
f5,7,1,0,-6,122,7,7,7
f6,5,0,1,7,39,9,9,9
f7,5,0,1,11,43,5,5,5
f6,2,1,0,-2,-6,1,1,1
f5,4,0,1,-22,-6,3,3,3
f6,3,1,0,-19,-27,2,2,2
f5,2,1,0,-50,-54,4,4,4
f7,2,1,0,-12,-16,3,3,3
f7,3,0,1,0,8,6,6,6
f5,3,1,0,-18,-26,1,1,1
c3,1,0,1,32,34,9,9,9
c1,0,0,1,-82,-81,4,4,4
f7,3,1,0,-19,-27,4,4,4
f6,5,0,1,-48,-16,7,7,7
f5,2,0,1,48,52,6,6,6
c1,6,1,0,-49,-113,5,5,5
f7,5,0,1,6,38,4,4,4
c1,7,0,1,1,-127,1,1,1
c3,2,0,1,3,7,9,9,9
f7,2,0,1,8,12,9,9,9
c1,3,0,1,-105,-97,2,2,2
f6,1,1,0,18,16,7,7,7
c3,6,1,0,-17,-81,8,8,8
f6,2,0,1,-22,-18,0,0,0
c1,0,1,0,87,86,1,1,1
c3,1,1,0,-58,-60,3,3,3
f7,3,1,0,40,32,6,6,6
f7,7,0,1,20,-108,1,1,1
c3,0,1,0,-1,-2,3,3,3
f7,6,0,1,13,77,4,4,4
f6,3,1,0,-6,-14,1,1,1
f7,5,1,0,-14,-46,1,1,1
f7,3,1,0,-4,-12,1,1,1
f7,1,0,1,-71,-69,5,5,5
c1,3,1,0,-120,-128,6,6,6
c1,0,0,1,-12,-11,0,0,0
f5,3,1,0,12,4,7,7,7
c1,3,0,1,-30,-22,0,0,0
f7,5,0,1,3,35,7,7,7
f5,6,1,0,-28,-92,2,2,2
f7,4,1,0,-37,-53,3,3,3
f5,4,1,0,-48,-64,2,2,2
f7,3,1,0,-7,-15,5,5,5
c1,6,1,0,-9,-73,2,2,2
f6,5,0,1,22,54,2,2,2
f7,4,1,0,-3,-19,9,9,9
f7,2,1,0,-11,-15,4,4,4
f5,2,0,1,-128,-124,9,9,9
f6,5,0,1,5,37,8,8,8
f5,6,0,1,0,64,1,1,1
f5,3,1,0,14,6,2,2,2
c3,0,1,0,13,12,1,1,1
f7,5,1,0,-13,-45,6,6,6
f7,7,1,0,-2,126,1,1,1
f7,2,1,0,-17,-21,2,2,2
f5,4,0,1,42,58,7,7,7
f7,0,0,1,4,5,8,8,8
f5,2,1,0,5,1,0,0,0
c1,5,0,1,4,36,0,0,0
c3,5,1,0,35,3,0,0,0
c3,5,1,0,-8,-40,8,8,8
f5,4,1,0,-14,-30,2,2,2
f5,3,0,1,-75,-67,2,2,2
c3,3,1,0,13,5,7,7,9
c3,4,1,0,-34,-50,2,2,2
f5,7,0,1,5,-123,2,2,2
f6,7,1,0,-7,121,7,7,7
f6,4,1,0,-35,-51,9,9,9
c1,7,1,0,-70,58,9,9,9
f6,0,0,1,-16,-15,2,2,2
c3,4,1,0,30,14,7,7,7
f5,0,0,1,-10,-9,5,5,5
c1,2,1,0,-1,-5,1,1,1
f7,4,1,0,30,14,3,3,3
c3,4,0,1,-30,-14,4,4,4
f5,1,1,0,-30,-32,9,9,9
c3,5,1,0,-17,-49,4,4,4
f7,7,1,0,-37,91,1,1,1
f6,1,1,0,-25,-27,8,8,8
f6,1,0,1,-4,-2,5,5,5
f6,7,1,0,-39,89,6,6,6
c3,1,1,0,-9,-11,2,2,2
c1,7,1,0,-1,127,8,8,8
c1,1,0,1,-32,-30,3,3,3
f7,4,0,1,2,18,1,1,1
f5,0,1,0,-21,-22,2,2,2
f5,5,0,1,-101,-69,8,8,8
f5,5,0,1,-42,-10,4,4,4
c3,3,1,0,-20,-28,9,9,9
c3,4,1,0,-43,-59,9,9,9
c3,1,0,1,21,23,3,3,3
f7,4,0,1,3,19,7,7,7
c3,1,0,1,-103,-101,0,0,0
f5,0,1,0,-41,-42,7,7,7
c1,0,1,0,-13,-14,7,7,7
c1,0,0,1,-28,-27,2,2,2
c3,5,1,0,-27,-59,3,3,3
f7,0,1,0,11,10,2,2,2
f5,1,0,1,-7,-5,4,4,4
f6,2,1,0,-36,-40,0,0,0
c3,6,0,1,32,96,3,3,3
f7,6,1,0,-4,-68,9,9,9
f6,7,1,0,-13,115,9,9,9
f7,0,0,1,10,11,8,8,8
f7,6,1,0,-6,-70,4,4,4
f7,5,1,0,-21,-53,1,1,1
f5,4,1,0,-100,-116,0,0,0
f7,1,1,0,-54,-56,6,6,6
f6,5,0,1,25,57,0,0,0
f5,7,0,1,8,-120,9,9,9
f7,5,1,0,-7,-39,6,6,6
c3,0,1,0,-41,-42,8,8,8
f6,0,1,0,1,0,6,6,6
c3,7,1,0,-45,83,1,1,1
c3,7,1,0,-15,113,1,1,1
f6,2,1,0,-84,-88,9,9,9
c3,4,1,0,-36,-52,8,8,8
f7,1,0,1,16,18,9,9,9
c3,5,0,1,-62,-30,2,2,2
c3,4,1,0,-48,-64,3,3,3
f7,0,1,0,-23,-24,5,5,5
c1,0,1,0,29,28,5,5,5
f7,2,0,1,-23,-19,9,9,9
c3,0,0,1,-114,-113,4,4,4
c3,0,1,0,-7,-8,2,2,2
c3,5,0,1,-128,-96,1,1,1
c1,1,1,0,-105,-107,9,9,9
c1,6,0,1,26,90,4,4,4
f7,6,1,0,-56,-120,3,3,3
f7,0,0,1,-2,-1,9,9,9
f5,5,1,0,-96,-128,6,6,6
c3,5,1,0,-16,-48,0,0,0
c3,3,1,0,-2,-10,4,4,4
f7,2,1,0,12,8,0,0,0
f6,1,1,0,-85,-87,6,6,6
f5,1,0,1,1,3,0,0,0
c1,0,0,1,52,53,1,1,1
f6,5,1,0,-67,-99,2,2,2
c3,5,0,1,28,60,3,3,3
c3,1,0,1,-31,-29,4,4,4
c3,6,0,1,33,97,7,7,7
f6,3,1,0,-18,-26,8,8,8
c1,0,0,1,-4,-3,9,9,9
f5,3,0,1,23,31,0,0,0
f7,7,1,0,-10,118,1,1,1
f5,6,1,0,-43,-107,2,2,2
f7,5,1,0,-9,-41,3,3,3
c1,4,1,0,57,41,4,4,4
f5,0,1,0,23,22,7,7,7
c1,1,1,0,51,49,8,8,8
f6,2,0,1,10,14,9,9,9
f5,3,1,0,-51,-59,0,0,0
f6,1,0,1,-39,-37,1,1,1
c3,4,1,0,-76,-92,2,2,2
c3,1,0,1,-63,-61,3,3,3
f7,7,1,0,-6,122,4,4,4
c1,1,1,0,-37,-39,5,5,5
c3,4,1,0,-12,-28,6,6,6
c1,1,0,1,-88,-86,7,7,7
f5,3,0,1,-15,-7,8,8,8
f6,5,0,1,-34,-2,9,9,9
f6,1,1,0,6,4,8,8,8
c1,0,0,1,34,35,3,3,3
c3,0,0,1,-4,-3,4,4,4
f6,6,1,0,-55,-119,7,7,7
f7,7,1,0,-42,86,8,8,8
c1,6,0,1,-128,-64,6,6,6
f5,2,1,0,-9,-13,2,2,3
f6,0,0,1,-18,-17,4,4,4
f6,5,0,1,-50,-18,0,0,0
c3,3,1,0,-82,-90,9,9,9
c1,1,0,1,-92,-90,7,7,7
f6,7,0,1,33,-95,1,1,1
f5,2,0,1,25,29,9,9,9
f6,6,1,0,-53,-117,3,3,3
f7,1,0,1,0,2,8,8,8
c3,3,1,0,-37,-45,4,4,4
c3,3,0,1,-10,-2,7,7,7
c1,2,1,0,45,41,3,3,3
f6,4,1,0,-15,-31,0,0,0
c3,2,1,0,45,41,9,9,9
c3,3,1,0,-22,-30,1,1,1
f5,4,1,0,-70,-86,4,4,4
f5,7,0,1,4,-124,5,5,5
c3,5,0,1,-36,-4,4,4,4
f7,1,1,0,6,4,6,6,6
f7,5,0,1,-47,-15,2,2,2
c3,1,1,0,15,13,0,0,0
c3,7,0,1,9,-119,6,6,6
f7,4,0,1,10,26,2,2,2
f5,7,0,1,20,-108,1,1,1
f6,2,1,0,22,18,1,1,1
f5,4,1,0,-15,-31,1,1,1
f5,3,1,0,-4,-12,1,1,1
f6,1,0,1,12,14,7,7,7
f7,0,0,1,-16,-15,2,2,2
c1,1,0,1,-24,-22,4,4,4
f6,7,1,0,-3,125,7,7,7
f7,7,1,0,-14,114,5,5,5
f6,3,0,1,4,12,2,2,2
f6,3,1,0,-114,-122,9,9,9
f6,1,0,1,-11,-9,4,4,4
c3,2,0,1,26,30,5,5,5
f5,3,1,0,-98,-106,8,8,8
f7,4,1,0,-43,-59,4,4,4
f6,6,1,0,-10,-74,2,2,2
c3,6,1,0,-11,-75,9,9,9
f6,4,1,0,23,7,7,7,7
c3,6,1,0,-47,-111,0,0,0
f5,6,1,0,-55,-119,0,0,0
f7,5,1,0,38,6,7,7,7
c3,5,1,0,-21,-53,5,5,5
f7,3,1,0,-2,-10,1,1,1
c1,3,0,1,52,60,1,1,1
f5,5,1,0,37,5,7,7,7
f6,7,0,1,1,-127,6,6,6
f5,6,0,1,48,112,6,6,6
f6,6,1,0,-26,-90,6,6,6
c1,6,1,0,-18,-82,8,8,8
f6,7,1,0,-1,127,2,2,2
f7,4,0,1,-28,-12,2,2,2
f7,2,0,1,-13,-9,7,7,7
f7,3,1,0,-21,-29,7,7,7
f6,7,0,1,12,-116,4,4,4
f6,1,1,0,-58,-60,0,0,0
c3,1,0,1,-15,-13,2,2,2
c1,1,1,0,27,25,4,4,4
c1,5,0,1,3,35,2,2,2
f7,3,1,0,15,7,1,1,1
f6,7,1,0,-52,76,8,8,8
f6,4,1,0,-65,-81,9,9,9
f7,7,0,1,10,-118,6,6,6
c3,5,1,0,-7,-39,1,1,1
c1,3,1,0,-66,-74,0,0,0
f5,6,0,1,-97,-33,5,5,5
c3,1,1,0,15,13,9,9,9
f6,5,0,1,-48,-16,6,6,6
c3,7,0,1,31,-97,9,9,9
f6,3,0,1,-89,-81,8,8,8
f6,0,1,0,31,30,0,0,0
f5,2,1,0,62,58,3,3,3
c1,2,1,0,94,90,0,0,0
f7,0,1,0,-7,-8,8,8,8
c3,5,1,0,-28,-60,3,3,3
c3,4,1,0,-5,-21,9,9,9
c3,1,1,0,-54,-56,6,6,6
f5,0,1,0,-13,-14,3,3,3
f6,0,1,0,-85,-86,0,0,0
c1,6,0,1,27,91,1,1,1
c1,2,1,0,52,48,2,2,2
f6,3,1,0,63,55,3,3,3
f5,7,1,0,-5,123,4,4,4
f5,6,0,1,3,67,3,3,5
c3,2,0,1,-24,-20,6,6,6
c1,6,0,1,-70,-6,7,7,7
f6,2,0,1,2,6,0,0,0
f7,1,1,0,-1,-3,1,1,1
f6,5,1,0,-23,-55,2,2,2
c1,7,0,1,29,-99,3,3,3
c1,2,1,0,21,17,4,4,4
c1,1,0,1,-8,-6,5,5,5
f5,6,1,0,-13,-77,6,6,6
f7,4,1,0,-7,-23,7,7,7
f5,2,1,0,-98,-102,8,8,8
f7,1,1,0,3,1,9,9,9
c1,6,0,1,32,96,0,0,0
c1,3,1,0,-66,-74,1,1,1
f7,4,0,1,-28,-12,2,2,2
f5,2,0,1,-40,-36,3,3,3
f5,0,1,0,-73,-74,4,4,4
c3,7,0,1,40,-88,5,5,5
c3,1,0,1,-11,-9,6,6,6
c3,0,0,1,-48,-47,7,7,7
c3,6,1,0,-10,-74,8,8,8
c3,1,0,1,-36,-34,5,5,5
f5,2,0,1,66,70,4,4,4
c1,1,0,1,-32,-30,8,8,8
f5,3,0,1,-57,-49,7,7,7
c3,3,0,1,33,41,4,4,4
c1,5,1,0,-92,-124,7,7,7
f6,5,0,1,-125,-93,7,7,7
c3,3,0,1,0,8,3,3,3
c3,3,0,1,1,9,9,9,9
f5,5,0,1,-54,-22,8,8,8
f5,7,0,1,12,-116,8,8,8
f6,3,1,0,-39,-47,3,3,3
c1,7,0,1,26,-102,1,1,1
c1,7,0,1,38,-90,5,5,5
f5,2,0,1,57,61,8,8,8
c3,0,0,1,-30,-29,2,2,2
f7,2,1,0,-75,-79,7,7,7
f7,2,0,1,-15,-11,4,4,4
f6,2,0,1,58,62,2,2,2
f5,4,1,0,-4,-20,1,1,1
c1,7,1,0,-35,93,5,5,5
c1,7,1,0,-39,89,4,4,4
c3,4,0,1,-24,-8,5,5,5
c1,7,0,1,34,-94,5,5,5
c3,7,1,0,-23,105,8,8,8
c3,7,1,0,-5,123,6,6,6
c3,5,1,0,-75,-107,4,4,4
c1,3,1,0,-7,-15,4,4,4
f6,5,1,0,-15,-47,4,4,4
f6,4,1,0,-46,-62,1,1,1
f6,5,0,1,-60,-28,8,8,8
f6,1,0,1,0,2,7,7,7
f7,5,0,1,10,42,5,5,5
f7,7,1,0,-119,9,5,5,5
f7,7,1,0,-109,19,1,1,1
f6,6,1,0,-3,-67,8,8,8
f7,0,1,0,29,28,9,9,9
f5,4,0,1,-92,-76,1,1,1
c3,6,1,0,-55,-119,3,3,3
f7,1,1,0,15,13,6,6,6
f7,5,1,0,-17,-49,3,3,3
c1,5,0,1,11,43,3,3,3
f7,0,1,0,-11,-12,2,2,2
f6,0,0,1,-66,-65,2,2,2
f7,7,1,0,-5,123,6,6,6
c3,5,0,1,16,48,9,9,9
c3,2,0,1,-32,-28,9,9,9
c1,0,1,0,65,64,6,6,6
c3,5,0,1,13,45,5,5,5
f6,5,1,0,-19,-51,5,5,5
f6,4,0,1,13,29,3,3,3
c3,4,1,0,-10,-26,3,3,3
c1,2,1,0,-17,-21,8,8,8
c3,4,0,1,-17,-1,1,1,1
f7,7,0,1,1,-127,6,6,6
c1,6,0,1,36,100,5,5,5
c3,5,1,0,-9,-41,6,6,6
f7,4,0,1,-19,-3,8,8,8
f7,5,0,1,29,61,1,1,1
c1,0,1,0,-87,-88,9,9,9
f6,1,0,1,-4,-2,7,7,7
f7,5,1,0,-12,-44,6,6,6
f7,5,0,1,30,62,8,8,8
f7,5,1,0,44,12,3,3,3
c3,3,0,1,-59,-51,7,7,7
f6,4,1,0,-10,-26,4,4,4
f5,6,1,0,-13,-77,7,7,7
c3,5,1,0,-24,-56,0,0,0
f7,7,1,0,-8,120,9,9,9
f6,7,1,0,-53,75,0,0,0
c3,3,0,1,-29,-21,0,0,0
f7,5,1,0,-31,-63,3,3,3
c3,0,1,0,31,30,7,7,7
c3,6,1,0,-4,-68,9,9,9
f7,1,0,1,-4,-2,3,3,3
f5,0,1,0,11,10,0,0,0
f7,3,1,0,11,3,2,2,2
f6,1,1,0,-5,-7,0,0,0
c1,4,1,0,-9,-25,1,1,1
f7,6,0,1,47,111,0,0,0
c1,2,1,0,29,25,1,1,1
f7,3,0,1,-128,-120,0,0,0
f6,1,0,1,-39,-37,4,4,4
f5,5,0,1,-63,-31,0,0,0
f6,7,0,1,3,-125,1,1,1
f7,1,1,0,14,12,0,0,0
f6,3,0,1,-47,-39,4,4,4
f7,3,1,0,-2,-10,7,7,7
f7,1,0,1,4,6,9,9,9
f6,3,0,1,-43,-35,6,6,6
f7,3,0,1,-75,-67,2,2,2
c1,7,1,0,-97,31,6,6,6
f6,1,0,1,109,111,2,2,2
f7,0,1,0,-3,-4,2,2,2
c1,1,1,0,27,25,9,9,9
f6,5,1,0,-2,-34,9,9,9
c3,3,1,0,-84,-92,0,0,0
c3,6,0,1,4,68,1,1,1
c3,2,1,0,-28,-32,2,2,2
f7,6,1,0,-42,-106,3,3,3
f6,2,0,1,8,12,4,4,4
c1,7,1,0,-57,71,5,5,5
f5,0,1,0,-29,-30,6,6,6
f5,1,0,1,37,39,7,7,7
c3,4,0,1,-17,-1,8,8,8
f7,3,0,1,-11,-3,9,9,9
c3,3,1,0,-56,-64,0,0,0
f7,6,1,0,-7,-71,1,1,1
f5,5,1,0,-16,-48,2,2,2
c1,6,1,0,-30,-94,3,3,3
c3,1,1,0,-77,-79,4,4,4
f5,3,1,0,-38,-46,5,5,5
c3,0,0,1,-22,-21,6,6,6
f7,2,0,1,-111,-107,7,7,7
f5,1,0,1,-15,-13,8,8,8
f6,6,0,1,23,87,9,9,9
c3,3,1,0,15,7,0,0,0
c1,0,1,0,-49,-50,1,1,1
f5,5,0,1,-55,-23,2,2,2
f7,3,0,1,-42,-34,3,3,3
f6,5,1,0,-23,-55,4,4,4
f6,5,1,0,-2,-34,5,5,5
f6,4,0,1,33,49,6,6,6
f5,7,1,0,-23,105,7,7,7
f7,4,0,1,3,19,8,8,8
c3,3,0,1,-11,-3,9,9,9
c1,0,0,1,-44,-43,8,8,8
f7,4,1,0,-14,-30,0,0,0
c1,7,1,0,-7,121,5,5,5
c3,1,0,1,-20,-18,6,6,6
f6,2,1,0,-1,-5,6,6,6
f7,7,1,0,-78,50,0,0,0
c3,3,1,0,-53,-61,8,8,8
f5,2,0,1,-6,-2,0,0,0
f5,6,0,1,15,79,2,2,2
f7,5,1,0,-20,-52,3,3,3
f5,2,0,1,16,20,7,7,7
f5,6,0,1,-110,-46,9,9,9
c3,0,1,0,-49,-50,4,4,4
c3,2,0,1,-62,-58,7,7,7
c1,4,1,0,-8,-24,1,1,1
f6,3,1,0,-115,-123,9,9,9
c3,1,1,0,-109,-111,1,1,1
c3,5,0,1,-37,-5,7,7,7
f5,2,0,1,-69,-65,1,1,1
f6,6,0,1,6,70,4,4,4
f7,4,0,1,-18,-2,0,0,0
f7,4,0,1,-23,-7,0,0,0
f7,0,1,0,-21,-22,4,4,4
f6,7,1,0,-84,44,1,1,1
c3,4,1,0,-47,-63,7,7,7
f6,5,1,0,-12,-44,5,5,5
f7,3,0,1,4,12,7,7,7
f6,2,0,1,-15,-11,1,1,1
f5,3,0,1,36,44,3,3,3
c3,7,0,1,5,-123,3,3,3
f6,7,1,0,-60,68,3,3,3
f7,7,0,1,6,-122,6,6,1
f6,3,1,0,31,23,6,6,6
f6,7,1,0,-55,73,9,9,9
f5,5,0,1,5,37,7,7,7
f5,4,1,0,87,71,4,4,4
f5,7,1,0,-67,61,3,3,3
f6,2,0,1,-63,-59,0,0,0
c3,2,1,0,-41,-45,2,2,2
f7,2,1,0,-9,-13,5,5,5
f6,5,1,0,-14,-46,2,2,2
f5,2,1,0,15,11,6,6,6
f6,7,1,0,-19,109,0,0,0
c3,5,1,0,38,6,8,8,8
c1,6,0,1,-128,-64,9,9,9
f7,1,1,0,-5,-7,4,4,4
f7,3,1,0,-85,-93,3,3,3
f6,2,0,1,11,15,5,5,5
c3,4,0,1,-58,-42,4,4,4
f6,5,0,1,-64,-32,8,8,8
c1,5,0,1,-102,-70,1,1,1
f6,4,1,0,-15,-31,5,5,5
c1,4,1,0,-4,-20,9,9,9
c3,2,1,0,-33,-37,0,0,0
f6,5,1,0,-17,-49,6,6,6
f5,0,0,1,-48,-47,4,4,4
c1,3,1,0,-4,-12,3,3,3
f5,5,1,0,-21,-53,6,6,6
c3,7,1,0,-38,90,3,3,3
f6,1,0,1,36,38,3,3,3
f7,4,1,0,-34,-50,8,8,8
f5,2,1,0,-68,-72,1,1,1
f5,1,1,0,-94,-96,4,4,4
c3,3,0,1,-28,-20,7,7,7
f5,0,0,1,-12,-11,5,5,5
c3,3,1,0,-37,-45,7,7,7
c1,1,0,1,-32,-30,2,2,2
f7,2,1,0,-11,-15,2,2,2
f6,5,1,0,36,4,0,0,0
c3,3,0,1,3,11,0,0,0
c1,5,0,1,-64,-32,1,1,1
f7,2,0,1,-6,-2,7,7,7
c3,7,1,0,-33,95,7,7,7
f7,1,1,0,15,13,9,9,9
f7,1,1,0,-29,-31,5,5,5
f6,7,0,1,75,-53,9,9,9
f7,6,1,0,-25,-89,8,8,8
c1,4,0,1,4,20,9,9,9
f7,4,1,0,-36,-52,6,6,6
c3,3,0,1,-96,-88,8,8,8
f7,2,1,0,7,3,8,8,8
f5,1,1,0,43,41,2,2,2
f5,3,1,0,15,7,3,3,3
c1,3,1,0,-87,-95,6,6,6
f5,2,0,1,-15,-11,1,1,1
f6,2,0,1,-37,-33,2,2,2
f7,3,0,1,16,24,9,9,9
f5,7,0,1,60,-68,8,8,8
f5,7,1,0,-13,115,9,9,9
c1,5,0,1,26,58,5,5,5
c3,0,1,0,-39,-40,2,2,2
f5,6,0,1,4,68,6,6,6
f6,2,0,1,-7,-3,2,2,2
c3,4,1,0,24,8,4,4,4
f6,1,0,1,13,15,8,8,8
f5,1,0,1,-36,-34,4,4,4
f5,0,0,1,-8,-7,6,6,6
f5,6,1,0,-36,-100,5,5,5
f5,6,1,0,-29,-93,0,0,0
f5,0,1,0,49,48,1,1,1
c3,2,1,0,-28,-32,5,5,5
c3,1,0,1,-36,-34,6,6,6
c1,2,1,0,6,2,7,7,7
c3,2,1,0,-3,-7,8,8,8
f5,1,0,1,-19,-17,9,9,9
c1,7,1,0,-37,91,0,0,0
f5,0,0,1,-24,-23,1,1,1
f7,6,1,0,-19,-83,2,2,2
f7,7,0,1,29,-99,3,3,3
c3,2,1,0,-58,-62,4,4,4
f6,3,0,1,-13,-5,5,5,5
c3,0,1,0,-67,-68,6,6,6
c1,6,0,1,52,116,7,7,7
c1,1,0,1,-36,-34,8,8,8
c3,0,0,1,-42,-41,9,9,9
f6,5,0,1,14,46,0,0,0
f5,0,1,0,9,8,1,1,1
c1,3,0,1,-79,-71,2,2,2
f6,6,0,1,-116,-52,3,3,3
f5,0,1,0,-9,-10,4,4,4
f7,2,0,1,-23,-19,5,5,5
f7,7,1,0,-2,126,6,6,6
f6,1,0,1,-36,-34,7,7,7
c3,4,0,1,-92,-76,8,8,8
c3,6,1,0,-33,-97,9,9,9
c3,2,1,0,-35,-39,7,7,7
f5,4,1,0,22,6,4,4,4
c1,7,0,1,51,-77,2,2,2
c1,0,0,1,-70,-69,0,0,0
c3,6,1,0,-13,-77,9,9,9
c3,0,1,0,53,52,0,0,0
f5,3,1,0,-68,-76,1,1,1
c3,3,0,1,19,27,5,5,5
c3,2,1,0,-41,-45,8,8,8
f5,5,0,1,-118,-86,8,8,8
c1,1,0,1,41,43,0,0,0
f7,5,1,0,-14,-46,2,2,2
f6,5,1,0,-15,-47,7,7,7
f7,5,1,0,51,19,8,8,8
c3,1,0,1,-68,-66,4,4,4
f7,4,1,0,-9,-25,4,4,4
f6,4,1,0,-4,-20,6,6,6
f6,0,1,0,-13,-14,1,1,1
c3,5,1,0,-23,-55,0,0,0
f7,3,1,0,-65,-73,4,4,4
f6,5,1,0,-6,-38,5,5,5
f7,7,0,1,0,-128,3,3,3
f7,4,1,0,-1,-17,9,9,9
c3,6,1,0,-60,-124,4,4,4
c3,1,0,1,-23,-21,2,2,2
f6,4,0,1,-29,-13,0,0,0
f6,6,0,1,10,74,5,5,5
c1,1,0,1,4,6,0,0,0
c3,1,0,1,-4,-2,1,1,1
f7,3,1,0,-20,-28,3,3,3
c1,6,1,0,-24,-88,2,2,2
f7,2,0,1,8,12,9,9,9
c1,4,1,0,-35,-51,2,2,1
f5,1,0,1,32,34,6,6,6
c3,4,0,1,-22,-6,0,0,0
f5,7,1,0,-58,70,1,1,1
c3,4,1,0,-14,-30,1,1,1
c1,7,0,1,106,-22,8,8,8
c3,5,1,0,-12,-44,0,0,0
f7,6,0,1,12,76,4,4,4
f6,5,0,1,9,41,7,7,7
f6,3,1,0,13,5,7,7,7
f7,4,0,1,0,16,6,6,6
c3,3,1,0,-7,-15,3,3,3
f6,0,1,0,-49,-50,6,6,6
f6,6,0,1,0,64,0,0,0
f5,1,0,1,-23,-21,7,7,7
f7,1,1,0,7,5,3,3,3
c1,4,1,0,-14,-30,5,5,5
c3,6,1,0,-17,-81,4,4,4
f7,5,0,1,1,33,2,2,2
f5,5,1,0,-26,-58,4,4,4
f6,7,0,1,4,-124,1,1,1
f7,0,1,0,-59,-60,8,8,8
c3,0,1,0,-21,-22,3,3,3
c3,2,0,1,33,37,5,5,5
f7,7,1,0,-3,125,6,6,6
f6,1,1,0,-1,-3,7,7,7
f5,0,1,0,-3,-4,0,0,0
f5,6,0,1,14,78,6,6,6
f7,2,0,1,0,4,7,7,7
f6,4,1,0,-1,-17,1,1,1
f5,5,1,0,-65,-97,2,2,2
f7,1,0,1,-16,-14,5,5,5
f6,3,1,0,-24,-32,8,8,8
f5,0,1,0,-83,-84,1,1,1
c1,7,1,0,-37,91,9,9,9
c1,1,1,0,-30,-32,3,3,3
f5,3,0,1,-44,-36,8,8,8
c3,4,0,1,-23,-7,2,2,2
c3,6,0,1,-107,-43,8,8,8
f6,7,1,0,-93,35,7,7,7
f5,0,0,1,-92,-91,6,6,6
c1,6,1,0,87,23,7,7,7
c1,0,1,0,-11,-12,1,1,1
c1,3,1,0,106,98,4,4,4
f5,1,0,1,-15,-13,6,6,6
f5,6,0,1,39,103,2,2,2
f6,1,1,0,-17,-19,9,9,9
c1,0,0,1,-2,-1,3,3,3
f5,4,1,0,-14,-30,0,0,0
f5,4,0,1,-50,-34,1,1,1
c3,1,0,1,32,34,2,2,2
c3,7,1,0,-48,80,3,3,3
f7,4,1,0,23,7,4,4,4
f7,5,1,0,-9,-41,5,5,5
f6,3,0,1,-30,-22,6,6,6
f7,1,1,0,-97,-99,7,7,7
c1,1,0,1,32,34,0,0,0
f5,3,0,1,20,28,1,1,1
c3,0,0,1,-28,-27,2,2,2
c3,3,0,1,-73,-65,3,3,3
c3,2,0,1,8,12,4,4,4
c1,6,1,0,-24,-88,5,5,5
c1,1,0,1,-32,-30,0,0,0
f7,2,1,0,-12,-16,1,1,1
c3,4,0,1,8,24,2,2,2
c3,0,1,0,65,64,8,8,8
f6,5,0,1,9,41,9,9,9
f7,1,1,0,18,16,1,1,1
f5,0,0,1,-8,-7,4,4,4
c3,3,1,0,-4,-12,0,0,0
f5,4,0,1,71,87,9,9,9
f6,5,0,1,20,52,5,5,5
c1,2,1,0,5,1,0,0,0
c1,1,1,0,-9,-11,8,8,8
f7,3,0,1,-112,-104,0,0,0
f6,2,0,1,-5,-1,7,7,7
f5,3,1,0,-69,-77,7,7,7
c1,4,0,1,110,126,1,1,1
c1,4,0,1,9,25,1,1,1
f5,7,1,0,-57,71,2,2,2
c1,7,1,0,-4,124,9,9,9
c1,4,1,0,94,78,3,3,3
f5,0,1,0,-33,-34,6,6,6
f5,5,1,0,-4,-36,7,7,7
f5,6,0,1,25,89,2,2,2
f6,5,1,0,-7,-39,3,3,3
c1,1,0,1,45,47,8,8,8
